idx,var,xb,pdgx,gy,gloss_zh,gloss_en,dialect,form,family,subfamily,orth,transcription,ref,,
241,4,26,27,,虹,rainbow,YN,lung2,4,1,龍,luŋ²⁴,,,
242,4,26,27,,虹,rainbow,QY,hung2,1,1,虹,hoŋ²¹,,,
243,4,26,27,,虹,rainbow,FG,hung2,1,1,虹,hoŋ²²,,,
244,4,26,27,,虹,rainbow,FG,lung2,4,1,龍,loŋ²²,,,
245,4,26,27,,虹,rainbow,YD,thian1 kung4,3,5,天虹,tʰin⁵⁵ koŋ⁵⁵,,,
246,4,26,27,,虹,rainbow,YS,hung2,1,1,虹,hoŋ³⁴²,,,
247,4,26,27,,虹,rainbow,BT,on lung2,4,2,汗龍,øn²² loŋ⁵³,,,
248,4,26,27,,虹,rainbow,LX,thian1 k(i)ong5,5,3,天虹,tʰɛn⁵³ kœŋ³³,,,
249,4,26,27,,虹,rainbow,SG,hung2,1,1,虹,hoŋ²¹,,,
250,4,26,27,,虹,rainbow,QJ,hung2,1,1,虹,hoŋ²¹,,,
251,4,26,27,,虹,rainbow,RH,thian1 k(i)ong5,5,3,天虹,tʰin⁵⁵ kɔŋ³³,,,
252,4,26,27,,虹,rainbow,LC,thian1 kung4,3,5,天虹,tʰin⁵⁵ koŋ²¹,,,
253,5,53,53,,涼水,cold water,GZ,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
254,5,53,53,,涼水,cold water,HK,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
255,5,53,53,,涼水,cold water,JT,tung5 shuj3,1,1,凍水,toŋ²³ sɵy³⁵,,,
256,5,53,53,,涼水,cold water,MC,tung5 shuj3,1,1,凍水,toŋ³³ sœy¹³,,,
257,5,53,53,,涼水,cold water,PY,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
258,5,53,53,,涼水,cold water,HXHS,tung5 shuj3,1,1,凍水,toŋ³³ soi³⁵,,,
259,5,53,53,,涼水,cold water,CH,chiak7 shuj3,3,1,赤水,tsʰɛk³³ sœy³⁵,,,
260,5,53,53,,涼水,cold water,ZC,laang4 shuj3,2,1,冷水,laŋ⁵¹ sœ³⁵,,,
261,5,53,53,,涼水,cold water,FS,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
262,5,53,53,,涼水,cold water,NH,tung5 shuj3,1,1,凍水,ʈoŋ³³ sɔ³⁵,,,
263,5,53,53,,涼水,cold water,SD,tung5 shuj3,1,1,凍水,toŋ³² sœy²⁴,,,
264,5,53,53,,涼水,cold water,SS,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
265,5,53,53,,涼水,cold water,GM,tung5 shuj3,1,1,凍水,toŋ³³ sui³⁵,,,
266,5,53,53,,涼水,cold water,ZS,tung5 shuj3,1,1,凍水,toŋ³³ sœy²¹³,,,
267,5,53,53,,涼水,cold water,ZH,tung5 shuj3,1,1,凍水,toŋ³³ sœy¹³,,,
268,5,53,53,,涼水,cold water,DMSH,tung5 shuj3,1,1,凍水,toŋ³³ sui⁴⁵,,,
269,5,53,53,,涼水,cold water,DMZ,tung5 shuj3,1,1,凍水,toŋ³³ sui⁵⁵,,,
270,5,53,53,,涼水,cold water,JM,tung5 shuj3,1,1,凍水,tsoŋ²³ sui⁴⁵,,,
271,5,53,53,,涼水,cold water,XH,tung5 shuj3,1,1,凍水,touŋ²³ sui⁴⁵,,,
272,5,53,53,,涼水,cold water,TS,tung5 shuj3,1,1,凍水,oŋ³³ sui⁵⁵,,,
273,5,53,53,,涼水,cold water,KP,tung5 shuj3,1,1,凍水,oŋ³³ sui⁵⁵,,,
274,5,53,53,,涼水,cold water,EP,tung5 shuj3,1,1,凍水,toŋ³³ sui⁵⁵,,,
275,5,53,53,,涼水,cold water,HS,tung5 shuj3,1,1,凍水,ɔuŋ³³ sui⁵⁵,,,
276,5,53,53,,涼水,cold water,DG,tung5 shuj3,1,1,凍水,toŋ³² sui³⁵,,,
277,5,53,53,,涼水,cold water,BA,tung5 shuj3,1,1,凍水,toŋ²⁴ sui¹¹,,,
278,5,53,53,,涼水,cold water,GP,tung5 shuj3,1,1,凍水,tuŋ³³ ʃui³⁵,,,
279,5,53,53,,涼水,cold water,MS,tung5 shuj3,1,1,凍水,tuŋ⁴⁴ ʃui⁴²,,,
280,5,53,53,,涼水,cold water,GG,in1 shuj3,4,1,ian⁴⁴ 水,ian⁴⁴ ʃui³⁴,,,
281,5,53,53,,涼水,cold water,BL,tung5 shuj3,1,1,凍水,tuŋ⁵³ ʃui³⁵,,,
282,5,53,53,,涼水,cold water,BS,tung5 shuj3,1,1,凍水,tuŋ³³ ʃui³⁵,,,
283,5,53,53,,涼水,cold water,BB,in1 shuj3,4,1,ian⁵⁵ 水,ian⁵⁵ ʃui³³,,,
284,5,53,53,,涼水,cold water,LS,in1 shuj3,4,1,iɐn²¹ 水,iɐn²¹ ʃu⁵⁵,,,
285,5,53,53,,涼水,cold water,PB,in1 shuj3,4,1,iɐn⁵⁵ 水,iɐn⁵⁵ ʃui³³,,,
286,5,53,53,,涼水,cold water,QZ,in1 shuj3,4,1,iɐn⁵⁵ 水,iɐn⁵⁵ ɬui³⁵,,,
287,5,53,53,,涼水,cold water,BH,in1 shuj3,4,1,iɐn⁵⁵ 水,iɐn⁵⁵ ɬui³⁵,,,
288,5,53,53,,涼水,cold water,NM,in1 shuj3,4,1,iɐn⁵³ 水,iɐn⁵³ ʃui³⁵,,,
289,5,53,53,,涼水,cold water,NN,tung5 shuj3,1,1,凍水,tuŋ³³ ʃui³⁵,,,
290,5,53,53,,涼水,cold water,NN_p,in1 shuj3,4,1,iən⁵⁵ 水,iən⁵⁵ ɬui³³,,,
291,5,53,53,,涼水,cold water,FS_p,in1 shuj3,4,1,iən⁵³ 水,iən⁵³ ʃui³³,,,
292,5,53,53,,涼水,cold water,BS_p,in1 shuj3,4,1,iən⁵³ 水,iən⁵³ ʃui³³,,,
293,5,53,53,,涼水,cold water,BY,laang4 shuj3,2,1,冷水,laŋ²² ʃœ³³,,,
294,5,53,53,,涼水,cold water,HX,in1 shuj3,4,1,iɐn⁵⁵ 水,iɐn⁵⁵ ʃui³³,,,
295,5,53,53,,涼水,cold water,ZQ,tung5 shuj3,1,1,凍水,toŋ³³ soi³⁵,,,
296,5,53,53,,涼水,cold water,SH,tung5 shuj3,1,1,凍水,toŋ³³ sui³³,,,
297,5,53,53,,涼水,cold water,GN,tung5 shuj3,1,1,凍水,toŋ³³ sui⁵⁵,,,
298,5,53,53,,涼水,cold water,DQ,tung5 shuj3,1,1,凍水,toŋ⁵³ soi³⁵,,,
299,5,53,53,,涼水,cold water,HJ,tung5 shuj3,1,1,凍水,toŋ³³ θui⁵³,,,
300,5,53,53,,涼水,cold water,FK,tung5 shuj3,1,1,凍水,toŋ³³ sœ⁵²,,,
301,5,53,53,,涼水,cold water,YF,tung5 shuj3,1,1,凍水,toŋ³³ su³⁵,,,
302,5,53,53,,涼水,cold water,XX,chiak7 shuj3,3,1,赤水,tsʰɐt⁵⁵ sy³⁵,,,
303,5,53,53,,涼水,cold water,XX,tung5 shuj3,1,1,凍水,toŋ⁴⁴ sy³⁵,,,
304,5,53,53,,涼水,cold water,LD,tung5 shuj3,1,1,凍水,toŋ³³ sui³⁵,,,
305,5,53,53,,涼水,cold water,YN,tung5 shuj3,1,1,凍水,toŋ⁴² sɔi³⁵,,,
306,5,53,53,,涼水,cold water,QY,tung5 shuj3,1,1,凍水,toŋ³³ søy³⁵,,,
307,5,53,53,,涼水,cold water,FG,tung5 shuj3,1,1,凍水,toŋ³³ søy³⁵,,,
308,5,53,53,,涼水,cold water,YD,chiak7 shuj3,3,1,赤水,tsʰiak³³ ʃøi²⁴,,,
309,5,53,53,,涼水,cold water,YS,chiak7 shuj3,3,1,赤水,tsʰik³³ sy⁵⁵,,,
310,5,53,53,,涼水,cold water,YS,tung5 shuj3,1,1,凍水,toŋ³³ sy⁵⁵,,,
311,5,53,53,,涼水,cold water,BT,tung5 shuj3,1,1,凍水,doŋ³³ ʃui⁵⁵,,,
312,5,53,53,,涼水,cold water,LX,laang4 shuj3,2,1,冷水,liaŋ³⁵ ʂy⁵⁵,,,
313,5,53,53,,涼水,cold water,SG,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
314,5,53,53,,涼水,cold water,QJ,laang4 shuj3,2,1,冷水,laŋ¹³ sœy³⁵,,,
315,5,53,53,,涼水,cold water,QJ,tung5 shuj3,1,1,凍水,tuŋ³³ sœy³⁵,,,
316,5,53,53,,涼水,cold water,RH,laang4 shuj3,2,1,冷水,laŋ¹³ sœy³⁵,,,
317,5,53,53,,涼水,cold water,LC,tung5 shuj3,1,1,凍水,toŋ³³ sœy³⁵,,,
318,6,104,101,,明天,tomorrow,GZ,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
319,6,104,101,,明天,tomorrow,HK,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
320,6,104,101,,明天,tomorrow,JT,thing1 nyit8,1,1,təŋ³⁵ 日,təŋ³⁵ jiək²²,,,
321,6,104,101,,明天,tomorrow,JT,ming2 nyit8,2,1,明日,məŋ²¹ jiək²²,,,
322,6,104,101,,明天,tomorrow,MC,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²¹,,,
323,6,104,101,,明天,tomorrow,PY,thing1 nyit8,1,1,聽日,tʰen⁵⁵ jiɐt²²,,,
324,6,104,101,,明天,tomorrow,HXHS,thing1 ciw3,1,4,聽朝,tʰəŋ³³ tsiu⁵⁵,,,
325,6,104,101,,明天,tomorrow,CH,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
326,6,104,101,,明天,tomorrow,ZC,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐk²²,,,
327,6,104,101,,明天,tomorrow,FS,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
328,6,104,101,,明天,tomorrow,NH,hing1 nyit8,1,2,興日,heŋ⁵⁵ jiɐt²²,,,
329,6,104,101,,明天,tomorrow,SD,thing1 nyit8,1,1,聽日,tʰen⁵⁵ jiɐt²¹,,,
330,6,104,101,,明天,tomorrow,SS,thing1 nyit8,1,1,聽日,tʰəŋ⁵³ jiɐt²²,,,
331,6,104,101,,明天,tomorrow,GM,thing1 nyit8,1,1,聽日,tʰin⁵⁵ jiɐt³³,,,
332,6,104,101,,明天,tomorrow,ZS,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ iɐt³³,,,
333,6,104,101,,明天,tomorrow,ZH,thing1 nyit8,1,1,聽日,tʰɐŋ⁵⁵ iɐt³³,,,
334,6,104,101,,明天,tomorrow,DMSH,thin1 ciw1 nyit8,1,3,天朝日,tʰin⁴⁵ tsiu⁴⁵ jiɐt²¹,,,
335,6,104,101,,明天,tomorrow,DMZ,hian1 tsow3 ciw1,3,2,聽早朝,heŋ³³ tsou⁵⁵ tsiu³³,,,
336,6,104,101,,明天,tomorrow,JM,hian1 tsow3,3,1,天早,hin²³ tsau⁴⁵,,,
337,6,104,101,,明天,tomorrow,XH,hing1 nyit8,1,2,聽日,heŋ²³ ᵑgæt²¹,,,
338,6,104,101,,明天,tomorrow,TS,hian1 tsow3,3,1,天早,hen³³ tau⁵⁵,,,
339,6,104,101,,明天,tomorrow,KP,hian1 tsow3,3,1,天早,hin³³ tɔ⁵⁵,,,
340,6,104,101,,明天,tomorrow,EP,hian1 tsow3,3,1,天早,hin³³ tsou⁵⁵,,,
341,6,104,101,,明天,tomorrow,HS,hing1 nyit8,1,2,聽日,hen³³ jat³³,,,
342,6,104,101,,明天,tomorrow,DG,thing1 nyit8,1,1,聽日,tʰəŋ⁵⁵ zɐk²²,,,
343,6,104,101,,明天,tomorrow,BA,thing1 nyit8,1,1,聽日,tʰeŋ³⁵ jiʔ²²,,,
344,6,104,101,,明天,tomorrow,GP,ming2 nyit8,2,1,明日,miŋ²¹ ȵɐt²²,,,
345,6,104,101,,明天,tomorrow,MS,nyit8 ciw1 haw,4,1,ȵət²² tʃiu⁵³ hɐu²¹⁴,ȵət²² tʃiu⁵³ hɐu²¹⁴,,,
346,6,104,101,,明天,tomorrow,GG,ming2 nyit8,2,1,明日,miŋ²² ȵat²³,,,
347,6,104,101,,明天,tomorrow,BL,ming2 ciw1 haw,2,2,明朝 hɐu²¹,miŋ³² tʃiu⁵⁵ hɐu²¹,,,
348,6,104,101,,明天,tomorrow,BS,thing1 nyit8,1,1,tʰiŋ⁵⁵ 日,tʰiŋ⁵⁵ iɐt²²,,,
349,6,104,101,,明天,tomorrow,BB,ming2 ciw1 haw,2,2,明朝 hɐu²¹,miŋ²³² tʃiu⁵⁵ hɐu²¹,,,
350,6,104,101,,明天,tomorrow,LS,ming2 nyit8,2,1,明日,miŋ⁵³ ȵɐt²²,,,
351,6,104,101,,明天,tomorrow,PB,ming2 nyit8,2,1,明日,mɐi³⁵ ȵɐt²²,,,
352,6,104,101,,明天,tomorrow,QZ,ming2 nyit8,2,1,明日,miŋ²¹ ȵɐt²²,,,
353,6,104,101,,明天,tomorrow,BH,ming2 nyit8,2,1,明日,miŋ²¹ ȵɐt²²,,,
354,6,104,101,,明天,tomorrow,NM,thing1 nyit8,1,1,tʰiŋ⁵³ 日,tʰiŋ⁵³ iɐt²²,,,
355,6,104,101,,明天,tomorrow,NN,thing1 nyit8,1,1,tʰiŋ⁵⁵ 日,tʰiŋ⁵⁵ iɐt²²,,,
356,6,104,101,,明天,tomorrow,NN_p,ming2 nyit8,2,1,明日,miŋ³¹ ȵɐt²³,,,
357,6,104,101,,明天,tomorrow,FS_p,ming2 nyit8,2,1,明日,miŋ³¹ iɐt²²,,,
358,6,104,101,,明天,tomorrow,BS_p,ming2 nyit8,2,1,明日,mən³¹ ȵɐt³³,,,
359,6,104,101,,明天,tomorrow,BY,ming2 nyit8,2,1,明日,məŋ²¹³ ȵət²²,,,
360,6,104,101,,明天,tomorrow,HX,ming2 nyit8,2,1,明日,miŋ²³² ȵɐt²⁴,,,
361,6,104,101,,明天,tomorrow,ZQ,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt³³,,,
362,6,104,101,,明天,tomorrow,SH,taj6 nyit8,5,1,大日,tɐi²⁴ jiɐt²²,,,
363,6,104,101,,明天,tomorrow,SH,taj6 ci1 nyit8,5,2,大之日,tɐi²⁴ tsi⁴² jiɐt²²,,,
364,6,104,101,,明天,tomorrow,GN,t(h)ung1 tiw1 nyit8,6,1,棟朝日,toŋ⁵⁵ tiu⁴² ŋiɐt²²,,,
365,6,104,101,,明天,tomorrow,DQ,ming2 ciw1,2,3,明朝,meŋ³³ tsiu⁵⁵,,,
366,6,104,101,,明天,tomorrow,HJ,t(h)ung1 tiw1 nyit8,6,1,通朝日,tʰoŋ⁴² tiu⁴² jiɐt³²⁵,,,
367,6,104,101,,明天,tomorrow,FK,tung1 nyit8,6,2,toŋ²² 日,toŋ²² niɐt³⁵,,,
368,6,104,101,,明天,tomorrow,YF,tshing1 nyit8,1,5,清日,tsʰeŋ⁵⁵ jiɐt²²,,,
369,6,104,101,,明天,tomorrow,XX,loj2 nyit8,7,1,來日,loi²² jiɐt³¹,,,
370,6,104,101,,明天,tomorrow,LD,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ ȵiɐt²²,,,
371,6,104,101,,明天,tomorrow,YN,mat8 ciw1 nyit8,8,1,物朝日,mɐt²² tsiu⁵⁵ niɐt²²,,,
372,6,104,101,,明天,tomorrow,QY,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
373,6,104,101,,明天,tomorrow,FG,thing1 nyit8,1,1,聽日,tʰəŋ³³ iɐt²²,,,
374,6,104,101,,明天,tomorrow,YD,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jɐt²²,,,
375,6,104,101,,明天,tomorrow,YS,taj6 nyit8,5,1,遞日,tai²² iɐt²²,,,
376,6,104,101,,明天,tomorrow,BT,ming2 nyit8,2,1,明日,mɛŋ²² ȵuɐt⁵⁵,,,
377,6,104,101,,明天,tomorrow,LX,ming2 nyit8,2,1,明日,miŋ²² ȵiɐt²²,,,
378,6,104,101,,明天,tomorrow,SG,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
379,6,104,101,,明天,tomorrow,QJ,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ jiɐt²²,,,
380,6,104,101,,明天,tomorrow,RH,ming2 nyit8,2,1,明日,mɛŋ²¹ iɐt²²,,,
381,6,104,101,,明天,tomorrow,RH,thing1 nyit8,1,1,聽日,tʰiɛŋ⁵⁵ iɐt²²,,,
382,6,104,101,,明天,tomorrow,LC,thing1 nyit8,1,1,聽日,tʰeŋ⁵⁵ iɐt²²,,,
383,7,107,104,,昨天,yesterday,GZ,kham2 nyit8,1,1,琴日,kʰɐm²¹ jiɐt²²,,,
384,7,107,104,,昨天,yesterday,GZ,tsam2 nyit8,2,1,尋日,tsʰɐm²¹ jiɐt²²,,,
385,7,107,104,,昨天,yesterday,HK,kham2 nyit8,1,1,琴日,kʰɐm²¹ jiɐt²²,,,
386,7,107,104,,昨天,yesterday,HK,tsam2 nyit8,2,1,尋日,tsʰɐm²¹ jiɐt²²,,,
387,7,107,104,,昨天,yesterday,JT,tso2 nyit8,3,1,tsʰɔ²³ 日,tsʰɔ²³ jiək²²,,,
388,7,107,104,,昨天,yesterday,MC,tsam2 nyit8,2,1,尋日,tsʰɐm²¹ jiɐt²²,,,
389,7,107,104,,昨天,yesterday,PY,kham2 nyit8,1,1,琴日,kʰɐm³¹ jiɐt²²,,,
390,7,107,104,,昨天,yesterday,HXHS,tsam2 man9,2,2,尋晚,tsʰɐm¹² man¹³,,,
391,7,107,104,,昨天,yesterday,CH,tso2 nyit8,3,1,坐日,tsɔ²¹ jiɐt²²,,,
392,7,107,104,,昨天,yesterday,ZC,tsok8 nyit8,3,2,昨日,tsʰɔk²² jiɐk²²,,,
393,7,107,104,,昨天,yesterday,FS,kham2 nyit8,1,1,琴日,kʰɐm⁴² iɐt²²,,,
394,7,107,104,,昨天,yesterday,FS,tsam2 nyit8,2,1,尋日,tsʰɐm⁴² jiɐt²²,,,
395,7,107,104,,昨天,yesterday,NH,kham2 nyit8,1,1,琴日,kʰɐm⁴⁴ jiɐt²²,,,
396,7,107,104,,昨天,yesterday,SD,kham2 nyit8,1,1,琴日,kʰɐm⁴² jiɐt²¹,,,
397,7,107,104,,昨天,yesterday,SS,kham2 nyit8,1,1,琴日,kʰɐm²¹ mɐt²²,,,
398,7,107,104,,昨天,yesterday,GM,kham2 nyit8,1,1,琴日,kʰɐm²¹ mɐt²²,,,
399,7,107,104,,昨天,yesterday,ZS,tsok8 nyit8,3,2,昨日,tsɔk³³ iɐt³³,,,
400,7,107,104,,昨天,yesterday,ZH,kham2 nyit8,1,1,琴日,kʰɐm²¹ iɐt³³,,,
401,7,107,104,,昨天,yesterday,DMSH,kham2 nyit8,1,1,琴日,kʰɐm⁴² mɐt²¹,,,
402,7,107,104,,昨天,yesterday,DMSH,tsam2 nyit8,2,1,尋日,tsʰɐm⁴² mɐt²¹,,,
403,7,107,104,,昨天,yesterday,DMZ,tso2 man9,3,5,昨晚,tsu³³ ᵐban²¹,,,
404,7,107,104,,昨天,yesterday,JM,tso2 man9,3,5,昨晚,tsou²¹ man²⁴,,,
405,7,107,104,,昨天,yesterday,XH,tsok8 nyit8,3,2,昨日,tsɔk²¹ ᵑgæt²¹,,,
406,7,107,104,,昨天,yesterday,TS,tsam2 man9,2,2,tʰam²² 晚,tʰam²² ᵐban³⁵,,,
407,7,107,104,,昨天,yesterday,TS,tsam2 nyit8 te,2,3,tʰam²² 日 tɤ⁵⁵,tʰam²² ᵑgit²¹ tɤ⁵⁵,,,
408,7,107,104,,昨天,yesterday,KP,tsok8 man9,3,3,昨晚,tɔk²¹ ᵐban³⁵,,,
,7,107,104,,昨天,yesterday,KP,tsok8 man9,3,3,昨晚日,tɔk²¹ ᵐban³⁵ ᵑget²¹,,,
409,7,107,104,,昨天,yesterday,EP,tsi6 nyit8,4,1,住日,tsi³¹ ᵑgiat²¹,,,
410,7,107,104,,昨天,yesterday,HS,tsung2 nyit8,3,4,tɔuŋ²¹ 日,tɔuŋ²¹ jat⁵⁵,,,
411,7,107,104,,昨天,yesterday,DG,tso2 nyit8,3,1,昨日,tsʰɔ³² zɐk²²,,,
412,7,107,104,,昨天,yesterday,BA,tso2 nyit8,3,1,昨日,tsʰɔ³⁵ jiʔ²²,,,
413,7,107,104,,昨天,yesterday,GP,tsok8 nyit8,3,2,昨日,tʃɔk²² ȵɐt²²,,,
414,7,107,104,,昨天,yesterday,MS,tsi6 nyit8,4,1,θi²¹⁴ 日,θi²¹⁴ ȵət²²,,,
415,7,107,104,,昨天,yesterday,GG,tsung2 nyit8,3,4,tʃʰuŋ²² 日,tʃʰuŋ²² mat²³,,,
416,7,107,104,,昨天,yesterday,BL,tsung2 nyit8,3,4,tʰuŋ³² 日,tʰuŋ³² ȵɐt²²,,,
417,7,107,104,,昨天,yesterday,BS,tsam2 nyit8,2,1,tʃʰɐm⁵² 日,tʃʰɐm⁵² iɐt²²,,,
418,7,107,104,,昨天,yesterday,BB,tsok8 nyit8,3,2,昨日,tsɔk³³ ȵat²²,,,
419,7,107,104,,昨天,yesterday,LS,tsi6 nyit8,4,1,tʃʰai²² 日,tʃʰai²² ȵɐt²²,,,
420,7,107,104,,昨天,yesterday,PB,tsi6 nyit8,4,1,tʃʰai²² 日,tʃʰai²² ȵɐt²²,,,
421,7,107,104,,昨天,yesterday,QZ,tsok8 nyit8,3,2,昨日,tʃɔk²² ȵɐt²²,,,
422,7,107,104,,昨天,yesterday,BH,tsam2 nyit8,2,1,tʃɐn²² 日,tʃɐn²² ȵɐt²²,,,
423,7,107,104,,昨天,yesterday,NM,tsok8 nyit8,3,2,昨日,tʃɔk³³ iɐt²²,,,
424,7,107,104,,昨天,yesterday,NN,tso2 nyit8,3,1,tʃɔ²² 日,tʃɔ²² iɐt²²,,,
425,7,107,104,,昨天,yesterday,NN_p,tsi6 nyit8,4,1,tʃi²² 日,tʃi²² ȵɐt²³,,,
426,7,107,104,,昨天,yesterday,FS_p,tsi6 nyit8,4,1,tʃi¹³ 日,tʃi¹³ iɐt²²,,,
427,7,107,104,,昨天,yesterday,BS_p,tsi6 nyit8,4,1,tʃi²² 日,tʃi²² ȵɐt³³,,,
428,7,107,104,,昨天,yesterday,BY,tsok8 nyit8,3,2,昨日,tʃɔk²² ȵət²²,,,
429,7,107,104,,昨天,yesterday,HX,tsok8 nyit8,3,2,昨日,tʃuk²² ȵɐt²⁴,,,
430,7,107,104,,昨天,yesterday,ZQ,tsu mit8,2,5,tʰou²¹ 日,tʰou²¹ mɐt³³,,,
431,7,107,104,,昨天,yesterday,SH,tsam2 man4 nyit8,2,4,怎文日,tsɐm³³ mɐn³³ jiɐt²²,,,
432,7,107,104,,昨天,yesterday,GN,tsi6 nyit8,4,1,知日,tsi⁴² ŋiɐt²²,,,
433,7,107,104,,昨天,yesterday,DQ,kham2 nyit8,1,1,琴日,kɐm³³ mɐt²²,,,
434,7,107,104,,昨天,yesterday,DQ,tsam2 nyit8,2,1,尋日,tsɐm³³ mɐt²²,,,
435,7,107,104,,昨天,yesterday,HJ,haj jia nyit,5,1,hɐi⁵³ jia³²⁵ 日,hɐi⁵³ jia³²⁵ jiɐt³²⁵,,,
436,7,107,104,,昨天,yesterday,FK,tsian2 nyit8,4,2,前日,tsin²² niɐt³⁵,,,
437,7,107,104,,昨天,yesterday,YF,kham2 nyit8,1,1,琴日,kʰɐm²¹ jiɐt²²,,,
438,7,107,104,,昨天,yesterday,XX,tsam2 nyit8,2,1,尋日,tsʰɐʔ³¹ mɐt³¹,,,
439,7,107,104,,昨天,yesterday,LD,tsam2 nyit8,2,1,尋日,tsʰɐm²² mɐt²²,,,
440,7,107,104,,昨天,yesterday,YN,kham2 nyit8,1,1,琴日,kʰɐm²¹ mɐt²²,,,
441,7,107,104,,昨天,yesterday,QY,kham2 nyit8,1,1,琴日,kʰɐm²¹ jiɐt²²,,,
442,7,107,104,,昨天,yesterday,FG,tsok8 nyit8,3,2,昨日,tsɔk²² iɐt²²,,,
443,7,107,104,,昨天,yesterday,YD,kham2 nyit8,1,1,琴日,kʰɐm²² jɐt²²,,,
444,7,107,104,,昨天,yesterday,YD,tsam2 nyit8,2,1,尋日,tsʰɐm²² jɐt²²,,,
445,7,107,104,,昨天,yesterday,YS,tso2 nyit8,3,1,借日,tse³³ iɐt²²,,,
446,7,107,104,,昨天,yesterday,BT,tsian2 nyit8,4,2,前日,ɬin²¹ ȵuɐt⁵⁵,,,
447,7,107,104,,昨天,yesterday,LX,tsi6 nyit8,4,1,似日,tsɐi³⁵ ȵiɐt²²,,,
448,7,107,104,,昨天,yesterday,SG,tsam2 nyit8,2,1,尋日,tsʰɐm²¹ jiɐt²²,,,
449,7,107,104,,昨天,yesterday,QJ,kham2 nyit8,1,1,琴日,kʰɐn²¹ jiɐt²²,,,
450,7,107,104,,昨天,yesterday,QJ,tsok8 nyit8,3,2,昨日,tsɔk²² iɐt²²,,,
451,7,107,104,,昨天,yesterday,RH,kham2 nyit8,1,1,琴日,kʰɐn²¹ iɐt²²,,,
452,7,107,104,,昨天,yesterday,LC,kham2 nyit8,1,1,琴日,kʰɐn²¹ iɐt²²,,,
453,8,169,181,,黃豆,soybean,GZ,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
454,8,169,181,,黃豆,soybean,HK,wong2 taw6,2,1,黃豆,wuɔŋ²¹ tɐu³⁵,,,
455,8,169,181,,黃豆,soybean,JT,wong2 taw6,2,1,黃豆,wuɔŋ²¹ təu³⁵,,,
456,8,169,181,,黃豆,soybean,MC,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
457,8,169,181,,黃豆,soybean,PY,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
458,8,169,181,,黃豆,soybean,HXHS,wong2 taw6,2,1,黃豆,vɔŋ¹² tɐu²¹,,,
459,8,169,181,,黃豆,soybean,CH,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
460,8,169,181,,黃豆,soybean,ZC,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
461,8,169,181,,黃豆,soybean,FS,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
462,8,169,181,,黃豆,soybean,NH,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
463,8,169,181,,黃豆,soybean,SD,paak8 taw6,1,1,白豆,pak²¹ tɐu³⁵,,,
464,8,169,181,,黃豆,soybean,SS,paak8 taw6,1,1,白豆,pak²² tɐu³⁵,,,
465,8,169,181,,黃豆,soybean,GM,paak8 taw6,1,1,白豆,pak²² tɐu²¹,,,
466,8,169,181,,黃豆,soybean,ZS,paak8 taw6,1,1,白豆,pak³³ tɐu³³,,,
467,8,169,181,,黃豆,soybean,ZH,paak8 taw6,1,1,白豆,pak³³ tɐu³³,,,
468,8,169,181,,黃豆,soybean,DMSH,paak8 taw6,1,1,白豆,pak²¹ tɐu³⁵,,,
469,8,169,181,,黃豆,soybean,DMZ,paak8 taw6,1,1,白豆,pak²¹ tɐu³⁵,,,
470,8,169,181,,黃豆,soybean,JM,wong2 taw6,2,1,黃豆,vaŋ²² tou²⁴,,,
471,8,169,181,,黃豆,soybean,XH,wong2 taw6,2,1,黃豆,vaŋ²² tæu²⁴,,,
472,8,169,181,,黃豆,soybean,TS,wong2 taw6,2,1,黃豆,vɔŋ²² eu³⁵,,,
